,Pearson's r,Pearson's r (abs),p-value
cognitive functions,0.2181257877799088,0.2181257877799088,0.0
arise,0.21811744877580574,0.21811744877580574,0.0
average,0.21810328914857902,0.21810328914857902,0.0
12 healthy,0.21808664697647193,0.21808664697647193,0.0
repeatedly,0.21806990618822356,0.21806990618822356,0.0
pressure,0.21799016161471899,0.21799016161471899,0.0
undergoing,0.21777464368868982,0.21777464368868982,0.0
pictures,0.2176448535622273,0.2176448535622273,0.0
24,0.21748363845610194,0.21748363845610194,0.0
demonstrating,0.21736489322410193,0.21736489322410193,0.0
pair,0.2173444123627644,0.2173444123627644,0.0
prime,0.21729296354969171,0.21729296354969171,0.0
precise,0.21728770091783872,0.21728770091783872,0.0
pars,0.2172684042213481,0.2172684042213481,0.0
posterior temporal,0.2171647569600929,0.2171647569600929,0.0
investigations,0.21711807294918106,0.21711807294918106,0.0
constitute,0.21701050652956191,0.21701050652956191,0.0
patient group,0.21684896743234408,0.21684896743234408,0.0
series,0.21680595770188393,0.21680595770188393,0.0
systematic,0.21672334106656443,0.21672334106656443,0.0
disruption,0.21667199554883826,0.21667199554883826,0.0
musicians,0.21659608106815578,0.21659608106815578,0.0
supports,0.21654158120419273,0.21654158120419273,0.0
explicit,0.21632912557613615,0.21632912557613615,0.0
robust,0.21632788509239978,0.21632788509239978,0.0
dissociation,0.2162828285240083,0.2162828285240083,0.0
extension,0.21618135475419434,0.21618135475419434,0.0
half,0.216138515760139,0.216138515760139,0.0
character,0.21611121916561887,0.21611121916561887,0.0
anterior,0.21599771611369745,0.21599771611369745,0.0
use functional,0.21579629553020857,0.21579629553020857,0.0
encoded,0.2157012698023582,0.2157012698023582,0.0
wm task,0.21569496775909053,0.21569496775909053,0.0
make,0.21568682254128232,0.21568682254128232,0.0
men women,0.21568441524984422,0.21568441524984422,0.0
100,0.2155965759519048,0.2155965759519048,0.0
influenced,0.2155897162452104,0.2155897162452104,0.0
reward anticipation,0.21555752170167053,0.21555752170167053,0.0
frequent,0.2154259224192317,0.2154259224192317,0.0
biased,0.21533599274160314,0.21533599274160314,0.0
distinguish,0.21529664089260803,0.21529664089260803,0.0
predicts,0.21524044930565772,0.21524044930565772,0.0
evident,0.2149338884386202,0.2149338884386202,0.0
self referential,-0.214915210190093,0.214915210190093,0.0
goals,0.21484882717868392,0.21484882717868392,0.0
females,0.21479780152057196,0.21479780152057196,0.0
global,0.21458555667794568,0.21458555667794568,0.0
taken suggest,0.2145713214348987,0.2145713214348987,0.0
remaining,0.2145148671495017,0.2145148671495017,0.0
angry,0.21443190904373585,0.21443190904373585,0.0
dopamine,0.2143228613748173,0.2143228613748173,0.0
exhibit,0.21430265156304967,0.21430265156304967,0.0
judgment task,0.2142892273537028,0.2142892273537028,0.0
isolate,0.21413773288274607,0.21413773288274607,0.0
temporally,0.214100826054748,0.214100826054748,0.0
revealing,0.21397976193812027,0.21397976193812027,0.0
spinal,0.21392366164707713,0.21392366164707713,0.0
collected,0.21377510482392917,0.21377510482392917,0.0
understanding,0.21373937949780214,0.21373937949780214,0.0
testing,0.2136727543231158,0.2136727543231158,0.0
signal change,0.21364585252378165,0.21364585252378165,0.0
exposure,0.21357599084030615,0.21357599084030615,0.0
cortex pcc,-0.21349553578039104,0.21349553578039104,0.0
confirm,0.21347110491331103,0.21347110491331103,0.0
bayesian,0.2134692627740737,0.2134692627740737,0.0
learn,0.21342492410190772,0.21342492410190772,0.0
50,0.2133312941388658,0.2133312941388658,0.0
twice,0.21332442238705818,0.21332442238705818,0.0
linearly,0.21325360344981714,0.21325360344981714,0.0
junction tpj,0.2132292307192089,0.2132292307192089,0.0
successful,0.21321763469693464,0.21321763469693464,0.0
unrelated,0.21297681826957202,0.21297681826957202,0.0
underpinning,0.21290085066030023,0.21290085066030023,0.0
linked,0.21286589259895608,0.21286589259895608,0.0
obtained,0.21257231224348194,0.21257231224348194,0.0
baseline,0.21249716407374195,0.21249716407374195,0.0
subserved,0.21221514082050894,0.21221514082050894,0.0
weak,0.21215117902350147,0.21215117902350147,0.0
elucidate,0.2120485276526233,0.2120485276526233,0.0
lobe,0.21203445967548212,0.21203445967548212,0.0
hz,0.21199369592790082,0.21199369592790082,0.0
pars opercularis,0.21199261892036808,0.21199261892036808,0.0
opercularis,0.21199172975894723,0.21199172975894723,0.0
aversive,0.21198242398883302,0.21198242398883302,0.0
read,0.21195660126265406,0.21195660126265406,0.0
temporal gyri,0.21189999357424782,0.21189999357424782,0.0
people,0.21186091348320257,0.21186091348320257,0.0
rarely,0.21185665007149634,0.21185665007149634,0.0
caudate,0.21179354622485452,0.21179354622485452,0.0
published,0.21179309633086396,0.21179309633086396,0.0
far,0.21172088929895652,0.21172088929895652,0.0
integrating,0.21170157732710107,0.21170157732710107,0.0
shows,0.21165172914147823,0.21165172914147823,0.0
free,0.2115931051551167,0.2115931051551167,0.0
continuously,0.21142095209509565,0.21142095209509565,0.0
utilized,0.21140818347503826,0.21140818347503826,0.0
wiley,0.2114068877927232,0.2114068877927232,0.0
semantics,0.21100470643417768,0.21100470643417768,0.0
conventional,0.21097828362925256,0.21097828362925256,0.0
exist,0.21079300001242998,0.21079300001242998,0.0
exclusively,0.2107274219626603,0.2107274219626603,0.0
offer,0.2106562578651853,0.2106562578651853,0.0
traumatic,0.21045325856129188,0.21045325856129188,0.0
subregions,0.20989605199455869,0.20989605199455869,0.0
flexible,0.20984355253738618,0.20984355253738618,0.0
strategy,0.20971612279656457,0.20971612279656457,0.0
accordingly,0.20961409506379472,0.20961409506379472,0.0
cortex suggest,0.20957794892571152,0.20957794892571152,0.0
masked,0.20949775436222356,0.20949775436222356,0.0
performances,0.20944712583440117,0.20944712583440117,0.0
samples,0.20940505231078035,0.20940505231078035,0.0
incorrect,0.20939642177113713,0.20939642177113713,0.0
differentiation,0.2092901089368953,0.2092901089368953,0.0
males,0.20911279097345614,0.20911279097345614,0.0
disturbed,0.2089134820796494,0.2089134820796494,0.0
arm,0.20878580409473596,0.20878580409473596,0.0
reliable,0.20873201823791157,0.20873201823791157,0.0
techniques,0.20865487035716943,0.20865487035716943,0.0
monitored,0.20861821600214708,0.20861821600214708,0.0
consistently,0.20860162318086972,0.20860162318086972,0.0
iv,0.20859312607121272,0.20859312607121272,0.0
world,0.20853203134117065,0.20853203134117065,0.0
correlating,0.20840719047095482,0.20840719047095482,0.0
speech,0.20831653968107244,0.20831653968107244,0.0
insight,0.20827757579521103,0.20827757579521103,0.0
markers,0.20824587864174815,0.20824587864174815,0.0
disease pd,0.2081953950038082,0.2081953950038082,0.0
classic,0.2081667439833235,0.2081667439833235,0.0
uncertain,0.20814398598054537,0.20814398598054537,0.0
prefrontal parietal,0.20811944884567798,0.20811944884567798,0.0
behavioral measures,0.20811457520638071,0.20811457520638071,0.0
apart,0.20806838300954056,0.20806838300954056,0.0
communication,0.20805050766999655,0.20805050766999655,0.0
challenge,0.20803579086257018,0.20803579086257018,0.0
highly,0.20802591737828635,0.20802591737828635,0.0
simulated,0.20797504703083944,0.20797504703083944,0.0
elucidated,0.20789750021549505,0.20789750021549505,0.0
described,0.20789322839892424,0.20789322839892424,0.0
representing,0.20763929380568852,0.20763929380568852,0.0
linguistic,0.20762742195166697,0.20762742195166697,0.0
span,0.20758291284410846,0.20758291284410846,0.0
represent,0.2074750990657298,0.2074750990657298,0.0
cortex thalamus,0.20745503441018237,0.20745503441018237,0.0
individual variability,0.20743106829674374,0.20743106829674374,0.0
modulating,0.20730917190603423,0.20730917190603423,0.0
monetary incentive,0.2072553370991364,0.2072553370991364,0.0
accounts,0.207244744275809,0.207244744275809,0.0
dimension,0.20713785227464815,0.20713785227464815,0.0
index finger,0.20709350821127948,0.20709350821127948,0.0
structural,0.20709056932062267,0.20709056932062267,0.0
photographs,0.20706395476831962,0.20706395476831962,0.0
structures,0.20692778250276092,0.20692778250276092,0.0
threatening,0.20690113331877577,0.20690113331877577,0.0
80,0.20689454284895262,0.20689454284895262,0.0
focused,0.20689451669291942,0.20689451669291942,0.0
temporal inferior,0.20684907382903767,0.20684907382903767,0.0
beginning,0.20670055824685335,0.20670055824685335,0.0
total,0.2066541652143083,0.2066541652143083,0.0
fine,0.2066007500502311,0.2066007500502311,0.0
formation,0.20653582055946693,0.20653582055946693,0.0
relational,0.20650145269883838,0.20650145269883838,0.0
currently,0.2061913223476102,0.2061913223476102,0.0
aims,0.2061802335851588,0.2061802335851588,0.0
stg,0.20617499876014703,0.20617499876014703,0.0
dorsal anterior,0.20602269933363354,0.20602269933363354,0.0
rois,0.20598939161661656,0.20598939161661656,0.0
surrounding,0.20586700562459798,0.20586700562459798,0.0
advanced,0.20578817975071442,0.20578817975071442,0.0
materials,0.2057779621857972,0.2057779621857972,0.0
learning task,0.20576636933749304,0.20576636933749304,0.0
dacc,0.20552963437706667,0.20552963437706667,0.0
si,0.20544758639145747,0.20544758639145747,0.0
item,0.2052551771810705,0.2052551771810705,0.0
hypotheses,0.20511648951421962,0.20511648951421962,0.0
commonly,0.20507580133543302,0.20507580133543302,0.0
correlated positively,0.20497644134807394,0.20497644134807394,0.0
pd,0.2049671282509119,0.2049671282509119,0.0
oriented,0.20494034218003754,0.20494034218003754,0.0
16 healthy,0.20488843169016765,0.20488843169016765,0.0
posterior inferior,0.20488710027396492,0.20488710027396492,0.0
connections,0.20487784250916005,0.20487784250916005,0.0
comprised,0.2047824860224616,0.2047824860224616,0.0
vlpfc,0.20473800241993872,0.20473800241993872,0.0
approach,0.20473362415348337,0.20473362415348337,0.0
200,0.20459531428057118,0.20459531428057118,0.0
summary,0.20459512271837516,0.20459512271837516,0.0
varies,0.20444314297744898,0.20444314297744898,0.0
lexical decision,0.20438966935059524,0.20438966935059524,0.0
unfamiliar,0.20435582417485543,0.20435582417485543,0.0
considerable,0.20420929701454504,0.20420929701454504,0.0
referential,-0.20417310649313875,0.20417310649313875,0.0
extend,0.20416809950437836,0.20416809950437836,0.0
subcortical structures,0.20406901184961734,0.20406901184961734,0.0
memory,0.20405424456690455,0.20405424456690455,0.0
temporo parietal,0.20401870328906593,0.20401870328906593,0.0
strength,0.2038249659689063,0.2038249659689063,0.0
assessed,0.2037610752429442,0.2037610752429442,0.0
functional structural,0.2037597687041417,0.2037597687041417,0.0
corresponded,0.20371872758238468,0.20371872758238468,0.0
understand,0.2036876961847097,0.2036876961847097,0.0
fasciculus,0.20367678967585612,0.20367678967585612,0.0
bases,0.2036505387344939,0.2036505387344939,0.0
situations,0.20355489463219772,0.20355489463219772,0.0
planum,0.20351296229107874,0.20351296229107874,0.0
face recognition,0.20335618800906774,0.20335618800906774,0.0
inconsistent,0.20326633425063562,0.20326633425063562,0.0
map,0.20325296845109958,0.20325296845109958,0.0
simultaneous eeg,0.20323046988064314,0.20323046988064314,0.0
muscle,0.20321519718281583,0.20321519718281583,0.0
18,0.20299895349311878,0.20299895349311878,0.0
engage,0.20296367478896937,0.20296367478896937,0.0
memory processes,0.202753385127584,0.202753385127584,0.0
segregation,0.2026805717545434,0.2026805717545434,0.0
healthy control,0.20267973095795092,0.20267973095795092,0.0
persons,0.20254382925364087,0.20254382925364087,0.0
contributes,0.2025194267574087,0.2025194267574087,0.0
valuable,0.20238918870124475,0.20238918870124475,0.0
pitch,0.20237107039187774,0.20237107039187774,0.0
functional coupling,0.2023497655414685,0.2023497655414685,0.0
postcentral,0.20231936160051792,0.20231936160051792,0.0
processes underlying,0.20229646339251398,0.20229646339251398,0.0
emotional faces,0.20228428529187967,0.20228428529187967,0.0
3t,0.20225570844948976,0.20225570844948976,0.0
consequently,0.20221059565004382,0.20221059565004382,0.0
implicated,0.2021626139317218,0.2021626139317218,0.0
older adults,0.20212120613839704,0.20212120613839704,0.0
conclusion,0.20210121886545204,0.20210121886545204,0.0
education,0.2020570020525313,0.2020570020525313,0.0
familiar,0.20199854043256865,0.20199854043256865,0.0
computational,0.20167668472462247,0.20167668472462247,0.0
participate,0.2015399382547295,0.2015399382547295,0.0
cortex acc,0.20152248780644422,0.20152248780644422,0.0
anterior prefrontal,0.20149208609919167,0.20149208609919167,0.0
somatosensory cortices,0.2013356538950124,0.2013356538950124,0.0
remain unclear,0.201240247633431,0.201240247633431,0.0
contexts,0.2012144859460585,0.2012144859460585,0.0
evidenced,0.20120533734498264,0.20120533734498264,0.0
rostral,0.20118726653815142,0.20118726653815142,0.0
brainstem,0.20116666442721112,0.20116666442721112,0.0
mean age,0.20116303322866372,0.20116303322866372,0.0
sex,0.20113528240646092,0.20113528240646092,0.0
cognitive processes,0.20109255664280545,0.20109255664280545,0.0
depends,0.20108273889050232,0.20108273889050232,0.0
delivered,0.20101311387706883,0.20101311387706883,0.0
good,0.2009556464285369,0.2009556464285369,0.0
neuroanatomical,0.20078846059891792,0.20078846059891792,0.0
young adults,0.20076907658320306,0.20076907658320306,0.0
reactions,0.20075163504586083,0.20075163504586083,0.0
impairments,0.20066820947835218,0.20066820947835218,0.0
recognizing,0.2006414342140402,0.2006414342140402,0.0
weeks,0.20059379051580242,0.20059379051580242,0.0
gender,0.20053009916989986,0.20053009916989986,0.0
adopted,0.200465748866456,0.200465748866456,0.0
greatest,0.20040359835910224,0.20040359835910224,0.0
19,0.2003909153999371,0.2003909153999371,0.0
potentially,0.20036535522826923,0.20036535522826923,0.0
sizes,0.20033805271503924,0.20033805271503924,0.0
real world,0.200276240188274,0.200276240188274,0.0
anatomically,0.20016885441518606,0.20016885441518606,0.0
detect,0.20001576485652955,0.20001576485652955,0.0
addressed,0.19992812651023445,0.19992812651023445,0.0
assumed,0.19989971929724099,0.19989971929724099,0.0
mapped,0.19985391520438037,0.19985391520438037,0.0
composed,0.19982031953480706,0.19982031953480706,0.0
daily life,0.19980116804738887,0.19980116804738887,0.0
crossover,0.19963256796087747,0.19963256796087747,0.0
cortex middle,0.19949571775024202,0.19949571775024202,0.0
scenes,0.19938541816502744,0.19938541816502744,0.0
primary sensorimotor,0.19920647426002744,0.19920647426002744,0.0
core,0.19919974692802478,0.19919974692802478,0.0
improve,0.19912823378678934,0.19912823378678934,0.0
problem,0.19903423010025445,0.19903423010025445,0.0
key role,0.19902308176323522,0.19902308176323522,0.0
prefrontal cortices,0.19900761942466202,0.19900761942466202,0.0
exact,0.1989581642758044,0.1989581642758044,0.0
verb,0.19894415945095978,0.19894415945095978,0.0
fact,0.19889267253429746,0.19889267253429746,0.0
meaning,0.1988436713745241,0.1988436713745241,0.0
naturalistic,0.1987638748414301,0.1987638748414301,0.0
recently,0.1985132239658737,0.1985132239658737,0.0
independent,0.19844328781607232,0.19844328781607232,0.0
apply,0.1983956058630804,0.1983956058630804,0.0
content,0.19839016176914728,0.19839016176914728,0.0
interhemispheric,0.19835460602613558,0.19835460602613558,0.0
window,0.19834585513236186,0.19834585513236186,0.0
objective,0.19815307909905058,0.19815307909905058,0.0
rules,0.19813113129181054,0.19813113129181054,0.0
older,0.19809059539255738,0.19809059539255738,0.0
key,0.19807794289403427,0.19807794289403427,0.0
variation,0.19801351161755512,0.19801351161755512,0.0
maximal,0.19798340080094387,0.19798340080094387,0.0
dissociable,0.19789756204291475,0.19789756204291475,0.0
parieto occipital,0.19786370981118678,0.19786370981118678,0.0
tendency,0.19785852963306585,0.19785852963306585,0.0
yield,0.197638427988772,0.197638427988772,0.0
advances,0.19756202424852595,0.19756202424852595,0.0
primary somatosensory,0.19744529352817433,0.19744529352817433,0.0
intra,0.19731790299845486,0.19731790299845486,0.0
cognitive function,0.19710428160055632,0.19710428160055632,0.0
ratings,0.19709436462221366,0.19709436462221366,0.0
cortex dacc,0.19708507163766836,0.19708507163766836,0.0
plays important,0.1969352659138667,0.1969352659138667,0.0
insights,0.1968613234290705,0.1968613234290705,0.0
stimulation tms,0.1967358634862427,0.1967358634862427,0.0
meg,0.19672349498385902,0.19672349498385902,0.0
maturation,0.19665270689199224,0.19665270689199224,0.0
theoretical,0.1966095343899544,0.1966095343899544,0.0
evolution,0.19656199756066717,0.19656199756066717,0.0
cortical networks,0.19635191229624155,0.19635191229624155,0.0
female,0.19632103700477568,0.19632103700477568,0.0
bold signals,0.19612620687790008,0.19612620687790008,0.0
variability,0.19602932344532503,0.19602932344532503,0.0
childhood,0.1958150086263228,0.1958150086263228,0.0
sclerosis,0.19568714304880627,0.19568714304880627,0.0
happy,0.19559795984696268,0.19559795984696268,0.0
planum temporale,0.19555194073403773,0.19555194073403773,0.0
temporale,0.19555194073403773,0.19555194073403773,0.0
measurement,0.19545481951214255,0.19545481951214255,0.0
middle temporal,0.1953961207989217,0.1953961207989217,0.0
double,0.19536499865814358,0.19536499865814358,0.0
lateral medial,0.19532321401453157,0.19532321401453157,0.0
centered,0.1950853704164679,0.1950853704164679,0.0
90,0.19495861497975778,0.19495861497975778,0.0
emerge,0.19466307660738505,0.19466307660738505,0.0
courses,0.19463519788580327,0.19463519788580327,0.0
recognized,0.19452270582978312,0.19452270582978312,0.0
gyrus mfg,0.19421059833632837,0.19421059833632837,0.0
networks,0.19420836906517408,0.19420836906517408,0.0
extra,0.1941506165454646,0.1941506165454646,0.0
facilitates,0.19412307919203137,0.19412307919203137,0.0
speech perception,0.1940563228507551,0.1940563228507551,0.0
benefits,0.1940334070921989,0.1940334070921989,0.0
material,0.1938680159208306,0.1938680159208306,0.0
language network,0.19376381962673558,0.19376381962673558,0.0
developing,0.1937377897159775,0.1937377897159775,0.0
aging,0.1937364751929418,0.1937364751929418,0.0
nouns,0.19323171605300205,0.19323171605300205,0.0
sensorimotor cortex,0.1931975625321407,0.1931975625321407,0.0
medial frontal,0.1931433259221168,0.1931433259221168,0.0
group comparisons,0.19312262354670406,0.19312262354670406,0.0
behaviour,0.19305861275562675,0.19305861275562675,0.0
correlation,0.19287072811249537,0.19287072811249537,0.0
background,0.19284061499026955,0.19284061499026955,0.0
improvements,0.1928395815887073,0.1928395815887073,0.0
attenuation,0.19271834110339864,0.19271834110339864,0.0
investigation,0.19265400015333678,0.19265400015333678,0.0
invasive,0.19260061266754322,0.19260061266754322,0.0
underlie,0.19249624447026498,0.19249624447026498,0.0
alpha,0.19232647102894662,0.19232647102894662,0.0
skin,0.19230921911500418,0.19230921911500418,0.0
memory task,0.19218478238734674,0.19218478238734674,0.0
previous work,0.19215927892948453,0.19215927892948453,0.0
available,0.19210355449065072,0.19210355449065072,0.0
matrix,0.19207036433127062,0.19207036433127062,0.0
navigation,0.1919623349961512,0.1919623349961512,0.0
situation,0.19188743942841377,0.19188743942841377,0.0
extract,0.1918493849623556,0.1918493849623556,0.0
rehabilitation,0.19181756573989098,0.19181756573989098,0.0
electrical,0.19169459493401203,0.19169459493401203,1e-323
adult,0.19161346268890084,0.19161346268890084,1e-323
indirect,0.19146812233986138,0.19146812233986138,3e-323
synchronization,0.19144945392479967,0.19144945392479967,3e-323
neuro,0.19140913958572053,0.19140913958572053,5e-323
recruits,0.19137504601714325,0.19137504601714325,6e-323
2014,0.19130073826289173,0.19130073826289173,1.1e-322
characterized,0.1912585380956076,0.1912585380956076,1.6e-322
initially,0.19118237102193777,0.19118237102193777,2.77e-322
sum,0.19112860109584626,0.19112860109584626,4.25e-322
neurofunctional,0.19108078984966703,0.19108078984966703,6.23e-322
cortex superior,0.19106104912354585,0.19106104912354585,7.3e-322
gamma,0.19102500723034788,0.19102500723034788,9.7e-322
encoding retrieval,0.1910056309946443,0.1910056309946443,1.126e-321
multiple sclerosis,0.19096362249435087,0.19096362249435087,1.56e-321
cortex lateral,0.1909119880882739,0.1909119880882739,2.34e-321
implemented,0.1906595056339284,0.1906595056339284,1.6966e-320
gyrus cerebellum,0.19064992491849933,0.19064992491849933,1.829e-320
imply,0.1906277764703984,0.1906277764703984,2.176e-320
superior frontal,0.19036251896785764,0.19036251896785764,1.73387e-319
age healthy,0.1903350370369019,0.1903350370369019,2.1495e-319
variance,0.1902874347860323,0.1902874347860323,3.11854e-319
15 healthy,0.19024781165355642,0.19024781165355642,4.25045e-319
power,0.1901150259714498,0.1901150259714498,1.199216e-318
everyday,0.1900847248723945,0.1900847248723945,1.51931e-318
consciousness,0.19001257541266414,0.19001257541266414,2.66823e-318
estimation,0.18996467429197672,0.18996467429197672,3.877467e-318
reliability,0.18985889628912145,0.18985889628912145,8.848034e-318
life,0.18985042591880855,0.18985042591880855,9.45211e-318
noted,0.1897805336804519,0.1897805336804519,1.6298346e-317
atypical,0.18974122329753468,0.18974122329753468,2.2140366e-317
frontal lobe,0.1897353130324195,0.1897353130324195,2.3183813e-317
reduce,0.18951631082325698,0.18951631082325698,1.27586475e-316
acc,0.18945425537250285,0.18945425537250285,2.0677421e-316
strategic,0.18941603015879413,0.18941603015879413,2.7837267e-316
maps,0.18915048003315382,0.18915048003315382,2.19240676e-315
instructions,0.1890239245088994,0.1890239245088994,5.85600371e-315
task involving,0.1890173173474584,0.1890173173474584,6.164088747e-315
items,0.1887910513092508,0.1887910513092508,3.5639346204e-314
spoken,0.18876522564984555,0.18876522564984555,4.3535941384e-314
mean,0.18867654557046076,0.18867654557046076,8.653870325e-314
integrative,0.18858750015359443,0.18858750015359443,1.72445043885e-313
post,0.1885039464948498,0.1885039464948498,3.2921955464e-313
electroencephalography eeg,0.18846415312242076,0.18846415312242076,4.4790870498e-313
growing,0.18845855027396363,0.18845855027396363,4.6774847716e-313
36,0.1884545054075343,0.1884545054075343,4.8261500165e-313
previous research,0.1883703914502811,0.1883703914502811,9.24921099756e-313
circuitry,0.18828624845704242,0.18828624845704242,1.7724369212e-312
contents,0.18822974424310546,0.18822974424310546,2.742699359454e-312
reaching,0.18820809377285977,0.18820809377285977,3.242000483205e-312
hyperactivity,0.18814798813161282,0.18814798813161282,5.15719711661e-312
driving,0.18812932524817266,0.18812932524817266,5.956579810846e-312
organized,0.18808009121322772,0.18808009121322772,8.71092197738e-312
sampling,0.1879715423652746,0.1879715423652746,2.0129486812847e-311
anterior superior,0.187891863515452,0.187891863515452,3.721422487711e-311
empathy,0.18780706870409042,0.18780706870409042,7.1546345071045e-311
clinical,0.18772721017379157,0.18772721017379157,1.3237761065587e-310
events,0.18759236662398407,0.18759236662398407,3.73903156789463e-310
technique,0.18749904856513122,0.18749904856513122,7.66709163621425e-310
pcc,-0.1874677553275293,0.1874677553275293,9.75385486642393e-310
occurrence,0.18746181379269405,0.18746181379269405,1.020995627650643e-309
manipulating,0.18742633055191898,0.18742633055191898,1.341346546988427e-309
offers,0.18732509304121742,0.18732509304121742,2.92113061925255e-309
suggest functional,0.1872370664023087,0.1872370664023087,5.745048833137285e-309
inferior prefrontal,0.18705587289206355,0.18705587289206355,2.3092264891434236e-308
35,0.1869669247094251,0.1869669247094251,4.569057756887109e-308
arithmetic,0.1868302317521141,0.1868302317521141,1.3030765371490418e-307
generalized,0.1864426682097258,0.1864426682097258,2.532171030174855e-306
tractography,0.18637541919451528,0.18637541919451528,4.234308963919808e-306
scene,0.18627482524768618,0.18627482524768618,9.133296341933627e-306
regulating,0.18623921140305033,0.18623921140305033,1.1988762109209602e-305
explicitly,0.18622146654255708,0.18622146654255708,1.3728807867393227e-305
help,0.18615990239274102,0.18615990239274102,2.1967991183522874e-305
underpinnings,0.18605660883954725,0.18605660883954725,4.832452288760019e-305
pain,0.18594371893089684,0.18594371893089684,1.1431950399875951e-304
assessed using,0.18591911972924718,0.18591911972924718,1.3790310086696026e-304
status,0.18581620497400925,0.18581620497400925,3.0215081429307137e-304
characteristics,0.1857695554658335,0.1857695554658335,4.310900731919993e-304
22,0.18572587129318743,0.18572587129318743,6.012617680029898e-304
prefrontal cortical,0.18570272480827857,0.18570272480827857,7.171520392957716e-304
previous shown,0.18563139978705276,0.18563139978705276,1.2343142422394773e-303
m1,0.185598344577408,0.185598344577408,1.5873762396669948e-303
emerged,0.18536900427507141,0.18536900427507141,9.080769394670131e-303
attention deficit,0.185302185783076,0.185302185783076,1.5087447752180144e-302
convergence,0.18525931174419824,0.18525931174419824,2.0895379355822214e-302
relations,0.1851506213936794,0.1851506213936794,4.76919623569571e-302
neutral,0.18513002178881094,0.18513002178881094,5.576283594130129e-302
vocal,0.18512208361372184,0.18512208361372184,5.922542920680733e-302
task functional,0.1849456936396278,0.1849456936396278,2.2571525670416513e-301
threat,0.18467354312906614,0.18467354312906614,1.7737811173612783e-300
significance,0.1846420220030409,0.1846420220030409,2.2516934383414823e-300
flexibility,0.18438436822979293,0.18438436822979293,1.58016539930479e-299
unmedicated,0.18431929246894035,0.18431929246894035,2.583605945309059e-299
27,0.18406023862002202,0.18406023862002202,1.825676240327221e-298
group healthy,0.18403364940315922,0.18403364940315922,2.231068662486328e-298
single subject,0.1839143817154537,0.1839143817154537,5.482665637363869e-298
paired,0.18358284800786975,0.18358284800786975,6.652767142993153e-297
provide new,0.18352584289990928,0.18352584289990928,1.0213639119088881e-296
parameters,0.18343749162206482,0.18343749162206482,1.9843257516322046e-296
pfc,0.18340741213322526,0.18340741213322526,2.4875791916466773e-296
completed,0.1832549473879878,0.1832549473879878,7.817696566627026e-296
evaluate,0.1832434442866688,0.1832434442866688,8.522777122264385e-296
large scale,0.18323491767202818,0.18323491767202818,9.086108357172219e-296
expectations,0.18308515727470193,0.18308515727470193,2.794936248849577e-295
decline,0.18299221749450564,0.18299221749450564,5.610502479071056e-295
methods,0.18292054763408747,0.18292054763408747,9.599764952357475e-295
exhibiting,0.1829043537829532,0.1829043537829532,1.0838073004756848e-294
somatosensory cortex,0.18282305525213496,0.18282305525213496,1.992533168329584e-294
disorder adhd,0.182653367779415,0.182653367779415,7.095325247470922e-294
completely,0.18265018252194112,0.18265018252194112,7.266423650906482e-294
tests,0.18245573943531032,0.18245573943531032,3.10936197972889e-293
decisions,0.18239809029725607,0.18239809029725607,4.783196960501996e-293
schizophrenia,0.1820590949192146,0.1820590949192146,6.002584537688715e-292
executive function,0.1818090796056158,0.1818090796056158,3.865391523999869e-291
white,0.18177356860644914,0.18177356860644914,5.0348124641713275e-291
intelligence,0.18176098578875038,0.18176098578875038,5.529065000905798e-291
seventeen,0.18170889402089932,0.18170889402089932,8.146730671703782e-291
placebo controlled,0.18169951216578084,0.18169951216578084,8.735642134170596e-291
indices,0.18164889060693137,0.18164889060693137,1.2729673895881911e-290
time points,0.18137212529539457,0.18137212529539457,9.953847580483021e-290
hyperactivity disorder,0.1812988562505273,0.1812988562505273,1.714749999655234e-289
hypothesize,0.181290602574377,0.181290602574377,1.8230694186490043e-289
dysfunctional,0.1811271803864373,0.1811271803864373,6.127209681584075e-289
mode network,-0.18108146357473026,0.18108146357473026,8.598989475248054e-289
protocol,0.1810218924475748,0.1810218924475748,1.3371386285342802e-288
slow,0.18101320596370216,0.18101320596370216,1.4260283812931118e-288
making,0.18090622755413022,0.18090622755413022,3.149564779253863e-288
decision making,0.18075513581371522,0.18075513581371522,9.636178473675913e-288
differently,0.18072789804691233,0.18072789804691233,1.1787160259653383e-287
analyzed using,0.18051401000047812,0.18051401000047812,5.728748370099025e-287
external,0.18047995201667377,0.18047995201667377,7.367447030254926e-287
47,0.1804589743438483,0.1804589743438483,8.602050901727899e-287
best,0.18045088627747943,0.18045088627747943,9.131495463261009e-287
33,0.18037932320824832,0.18037932320824832,1.5488298156477012e-286
susceptibility,0.18008004862175678,0.18008004862175678,1.4078456388616751e-285
moderate,0.17976014913620544,0.17976014913620544,1.483511983921815e-284
concerning,0.1796260852883037,0.1796260852883037,3.9748840241342905e-284
develop,0.17960395642340085,0.17960395642340085,4.6767468516544575e-284
portions,0.1795161454658154,0.1795161454658154,8.914189449397968e-284
old,0.17945195331415092,0.17945195331415092,1.4281633692228808e-283
relate,0.17943891208718762,0.17943891208718762,1.571644239387893e-283
component,0.1793106768006144,0.1793106768006144,4.02722636006851e-283
provides evidence,0.17927203175974887,0.17927203175974887,5.346831738810194e-283
